Player,pos,age,tm,g,gs,mp,fg,fga,fg_percent,threepoint,threepoint_att,threepoint_percent,twopoint,twopoint_att,twopoint_percent,ft,fta,ft_percent,orb,drb,trb,ast,stl,blk,tov,pf,pts
Precious Achiuwa,PF,21,MIA,61,4,737,6.1,11.1,0.544,0.0,0.0,0.0,6.1,11.1,0.546,2.7,5.4,0.509,3.6,6.6,10.2,1.4,1.0,1.4,2.1,4.4,14.8
Jaylen Adams,PG,24,MIL,7,0,18,2.0,16.0,0.125,0.0,4.0,0.0,2.0,12.0,0.167,0.0,0.0,,0.0,6.0,6.0,4.0,0.0,0.0,0.0,2.0,4.0
Steven Adams,C,27,NOP,58,58,1605,4.2,6.9,0.614,0.0,0.1,0.0,4.2,6.8,0.62,1.3,3.0,0.444,4.8,6.8,11.5,2.5,1.2,0.9,1.7,2.5,9.8
Bam Adebayo,C,23,MIA,64,64,2143,7.7,13.4,0.57,0.0,0.1,0.25,7.6,13.3,0.573,4.8,5.9,0.799,2.4,7.2,9.6,5.8,1.3,1.1,2.8,2.4,20.1
LaMarcus Aldridge,C,35,TOT,26,23,674,7.5,15.8,0.473,1.7,4.3,0.388,5.8,11.5,0.505,2.2,2.5,0.872,1.0,5.3,6.3,2.6,0.6,1.5,1.4,2.5,18.8
Ty-Shon Alexander,SG,22,PHO,15,0,47,2.3,9.2,0.25,1.5,6.9,0.222,0.8,2.3,0.333,0.8,1.5,0.5,1.5,6.1,7.7,4.6,0.0,0.8,2.3,1.5,6.9
Nickeil Alexander-Walker,SG,22,NOP,46,13,1007,6.9,16.4,0.419,2.7,7.8,0.347,4.1,8.5,0.485,1.7,2.4,0.727,0.5,4.7,5.1,3.6,1.7,0.8,2.5,3.1,18.2
Grayson Allen,SG,25,MEM,50,38,1259,4.9,11.8,0.418,3.1,7.8,0.391,1.9,4.0,0.471,2.3,2.6,0.868,0.5,4.0,4.6,3.1,1.3,0.2,1.4,2.0,15.2
Jarrett Allen,C,22,TOT,63,45,1864,5.8,9.3,0.618,0.1,0.4,0.316,5.6,8.9,0.631,3.9,5.6,0.703,3.8,8.4,12.2,2.0,0.6,1.7,1.9,1.9,15.6
Al-Farouq Aminu,PF,30,TOT,23,14,434,3.2,8.2,0.384,0.7,3.1,0.216,2.5,5.1,0.484,1.5,1.8,0.818,1.8,7.3,9.1,2.6,1.6,0.7,2.3,2.4,8.5
Kyle Anderson,PF,27,MEM,69,69,1887,5.9,12.6,0.468,1.8,5.0,0.36,4.1,7.6,0.539,2.7,3.5,0.783,1.0,6.6,7.6,4.8,1.6,1.1,1.6,2.3,16.3
Giannis Antetokounmpo,PF,26,MIL,61,61,2013,11.2,19.7,0.569,1.2,4.0,0.303,10.0,15.7,0.636,7.1,10.4,0.685,1.7,10.3,12.0,6.4,1.3,1.3,3.7,3.0,30.7
Kostas Antetokounmpo,PF,23,LAL,15,0,56,1.9,6.4,0.3,0.0,0.0,,1.9,6.4,0.3,3.9,8.4,0.462,2.6,9.6,12.2,0.6,1.3,2.6,7.1,5.1,7.7
Thanasis Antetokounmpo,SF,28,MIL,57,3,551,4.4,9.0,0.489,0.5,1.9,0.241,3.9,7.1,0.556,1.6,3.2,0.51,3.5,4.6,8.1,3.0,1.4,0.7,2.8,4.8,10.8
Carmelo Anthony,PF,36,POR,69,3,1690,7.0,16.6,0.421,2.8,6.9,0.409,4.1,9.6,0.429,2.9,3.3,0.89,0.7,3.9,4.6,2.2,1.0,0.8,1.3,3.1,19.7
Cole Anthony,PG,20,ORL,47,34,1273,6.2,15.6,0.397,1.6,4.9,0.337,4.6,10.7,0.424,3.1,3.7,0.832,1.1,5.2,6.2,5.4,0.8,0.5,3.0,2.8,17.1
OG Anunoby,SF,23,TOR,43,43,1433,6.3,13.0,0.48,2.6,6.6,0.398,3.6,6.5,0.562,2.0,2.6,0.784,1.4,4.6,6.0,2.4,1.7,0.8,1.9,2.9,17.1
Ryan Arcidiacono,PG,26,CHI,44,0,450,3.9,9.4,0.419,2.0,5.4,0.373,1.9,4.0,0.48,1.0,1.6,0.65,0.4,5.0,5.4,4.5,0.7,0.0,0.8,3.8,10.9
Trevor Ariza,SF,35,MIA,30,27,841,4.2,10.3,0.411,2.1,6.1,0.35,2.1,4.2,0.5,1.5,1.9,0.773,1.2,5.0,6.2,2.4,1.3,0.8,0.9,2.4,12.1
D.J. Augustin,PG,33,TOT,57,12,1129,4.3,10.9,0.394,2.6,6.9,0.382,1.7,4.0,0.413,2.7,3.0,0.904,0.6,2.4,3.0,6.0,0.9,0.0,2.1,1.8,14.0
Deni Avdija,SF,20,WAS,54,32,1257,3.7,8.9,0.417,1.5,4.8,0.315,2.2,4.1,0.535,0.8,1.3,0.644,0.6,6.9,7.5,1.8,0.9,0.4,0.9,4.0,9.8
Deandre Ayton,C,22,PHO,69,69,2115,7.3,11.7,0.626,0.1,0.3,0.2,7.3,11.4,0.639,2.3,2.9,0.769,3.9,8.5,12.4,1.7,0.7,1.4,1.8,3.3,17.0
Udoka Azubuike,C,21,UTA,15,0,57,2.5,5.7,0.444,0.0,0.0,,2.5,5.7,0.444,5.1,6.3,0.8,2.5,5.7,8.2,0.0,0.6,2.5,1.9,5.7,10.1
Dwayne Bacon,SG,25,ORL,72,50,1853,5.7,14.1,0.402,1.1,4.0,0.285,4.5,10.1,0.449,2.8,3.4,0.824,0.6,3.7,4.4,1.8,0.9,0.1,0.9,2.0,15.3
Marvin Bagley III,PF,21,SAC,43,42,1112,8.0,15.9,0.504,1.2,3.5,0.343,6.8,12.4,0.55,2.5,4.3,0.575,3.4,6.9,10.3,1.4,0.7,0.7,1.9,3.2,19.7
LaMelo Ball,PG,19,CHO,51,31,1469,7.2,16.5,0.436,2.3,6.4,0.352,4.9,10.1,0.489,3.1,4.0,0.758,1.5,5.9,7.4,7.7,2.0,0.4,3.6,3.3,19.7
Lonzo Ball,PG,23,NOP,55,55,1747,6.0,14.4,0.414,3.5,9.4,0.378,2.4,5.0,0.482,1.0,1.3,0.781,0.7,4.7,5.4,6.5,1.7,0.6,2.5,2.1,16.5
Mo Bamba,C,22,ORL,46,5,725,7.1,14.9,0.472,1.9,5.9,0.322,5.2,9.1,0.568,2.2,3.3,0.682,3.8,9.4,13.2,1.7,0.7,2.9,1.8,4.3,18.2
Desmond Bane,SG,22,MEM,68,17,1519,5.5,11.8,0.469,2.8,6.4,0.432,2.8,5.4,0.513,0.9,1.2,0.816,0.7,4.2,5.0,2.8,1.0,0.4,1.4,3.0,14.8
Harrison Barnes,PF,28,SAC,58,58,2102,5.5,11.0,0.497,1.7,4.4,0.391,3.8,6.6,0.567,3.3,4.0,0.83,1.1,5.5,6.6,3.4,0.7,0.2,1.6,1.3,16.0
RJ Barrett,SG,20,NYK,72,72,2511,6.7,15.2,0.441,1.8,4.4,0.401,4.9,10.8,0.457,3.0,4.0,0.746,1.0,5.0,5.9,3.1,0.8,0.3,2.0,2.7,18.1
Will Barton,SF,30,DEN,56,52,1736,5.4,12.6,0.426,2.0,5.3,0.381,3.3,7.3,0.459,2.0,2.5,0.785,0.8,3.9,4.7,3.8,1.0,0.5,2.0,2.0,14.7
Keita Bates-Diop,SF,25,SAS,30,0,245,4.4,9.8,0.448,0.7,2.5,0.294,3.7,7.3,0.5,2.1,3.1,0.667,1.3,5.9,7.2,1.8,1.6,0.7,1.0,1.6,11.6
Nicolas Batum,SF,32,LAC,67,38,1835,3.7,8.1,0.464,2.2,5.3,0.404,1.6,2.7,0.579,0.9,1.1,0.828,1.0,5.2,6.2,2.9,1.4,0.7,1.0,2.0,10.6
Aron Baynes,C,34,TOR,53,31,980,4.9,11.2,0.441,1.0,3.8,0.262,3.9,7.4,0.532,1.1,1.5,0.707,3.2,6.8,10.0,1.7,0.6,0.8,1.7,4.4,11.9
Kent Bazemore,SF,31,GSW,67,18,1333,4.8,10.6,0.449,2.0,5.0,0.408,2.7,5.6,0.486,1.5,2.1,0.692,0.7,5.5,6.2,2.9,1.9,0.9,2.2,4.3,13.0
Darius Bazley,PF,20,OKC,55,55,1714,5.7,14.5,0.396,1.7,6.0,0.29,4.0,8.5,0.47,2.6,3.7,0.702,1.1,7.2,8.3,2.1,0.6,0.5,2.6,1.3,15.8
Bradley Beal,SG,27,WAS,60,60,2147,11.2,23.2,0.485,2.2,6.3,0.349,9.1,16.9,0.535,6.8,7.7,0.889,1.2,3.5,4.7,4.4,1.2,0.4,3.1,2.3,31.5
Malik Beasley,SG,24,MIN,37,36,1214,7.8,17.8,0.44,3.8,9.5,0.399,4.0,8.3,0.487,2.0,2.4,0.85,0.8,4.0,4.8,2.6,0.9,0.2,1.8,1.8,21.5
Jordan Bell,C,26,TOT,6,1,82,3.1,9.7,0.318,0.0,0.9,0.0,3.1,8.8,0.35,0.4,0.9,0.5,3.1,7.5,10.5,3.1,1.3,2.2,1.8,3.1,6.6
DeAndre' Bembry,SF,26,TOR,51,12,972,4.3,8.4,0.513,0.5,2.0,0.264,3.8,6.5,0.589,1.7,2.4,0.682,1.2,4.2,5.4,4.0,2.0,0.7,2.6,3.2,10.9
Dāvis Bertāns,PF,28,WAS,57,7,1464,4.7,11.8,0.404,4.2,10.5,0.395,0.6,1.2,0.48,2.5,2.8,0.87,0.4,3.7,4.1,1.2,0.8,0.3,0.8,3.3,16.1
Patrick Beverley,PG,32,LAC,37,34,832,4.0,9.5,0.423,2.4,6.1,0.397,1.6,3.4,0.468,1.6,1.9,0.8,1.3,3.9,5.1,3.3,1.3,1.2,1.5,4.7,12.0
Saddiq Bey,SF,21,DET,70,53,1909,5.3,13.0,0.404,3.3,8.7,0.38,2.0,4.4,0.45,2.3,2.8,0.844,0.8,5.2,6.0,1.8,1.0,0.3,1.1,2.1,16.2
Tyler Bey,SF,22,DAL,18,0,71,3.5,11.2,0.318,0.5,2.0,0.25,3.0,9.1,0.333,1.5,2.5,0.6,4.1,5.6,9.6,1.5,0.0,0.5,1.5,3.0,9.1
Khem Birch,C,28,TOT,67,22,1529,4.4,8.9,0.497,0.3,1.2,0.25,4.1,7.7,0.537,2.1,3.0,0.705,4.1,5.0,9.1,2.1,1.1,1.2,1.0,2.7,11.3
Goga Bitadze,C,21,IND,45,3,561,5.3,12.4,0.428,1.3,5.1,0.253,4.0,7.4,0.548,2.9,3.9,0.738,3.9,5.8,9.6,2.4,0.6,3.9,1.1,6.0,14.8
Bismack Biyombo,C,28,CHO,66,36,1349,3.8,6.5,0.587,0.0,0.0,0.0,3.8,6.4,0.589,1.3,2.8,0.448,3.7,5.6,9.3,2.2,0.5,2.0,1.9,3.8,8.8
Nemanja Bjelica,PF,32,TOT,37,3,595,5.4,11.9,0.454,1.6,5.1,0.318,3.8,6.7,0.559,2.2,3.1,0.725,1.8,5.9,7.7,4.2,0.9,0.3,2.0,4.1,14.6
Eric Bledsoe,SG,31,NOP,71,70,2111,5.2,12.4,0.421,2.1,6.1,0.341,3.2,6.4,0.496,2.3,3.3,0.687,0.5,3.7,4.2,4.6,0.9,0.4,1.9,1.9,14.8
Keljin Blevins,SF,25,POR,17,0,75,2.4,9.6,0.25,1.0,3.8,0.25,1.4,5.8,0.25,0.0,0.0,,1.4,3.4,4.8,1.9,1.0,0.0,2.4,3.8,5.8
Bogdan Bogdanović,SG,28,ATL,44,27,1305,7.4,15.6,0.473,4.0,9.2,0.438,3.3,6.4,0.522,1.1,1.2,0.909,0.6,3.9,4.4,4.1,1.4,0.4,1.5,2.7,19.9
Bojan Bogdanović,SF,31,UTA,72,72,2216,6.6,15.0,0.439,2.9,7.5,0.39,3.7,7.5,0.487,3.8,4.3,0.879,0.6,3.9,4.6,2.2,0.7,0.1,2.1,1.9,19.9
Bol Bol,PF,21,DEN,32,2,160,5.6,13.1,0.431,2.0,5.4,0.375,3.6,7.7,0.471,2.3,3.4,0.667,0.0,5.4,5.4,1.6,0.7,2.3,2.9,3.2,15.5
Marques Bolden,C,22,CLE,6,0,29,1.2,3.7,0.333,0.0,0.0,,1.2,3.7,0.333,6.2,9.9,0.625,3.7,3.7,7.4,0.0,2.5,2.5,2.5,0.0,8.7
Jordan Bone,PG,23,ORL,14,0,196,4.2,9.9,0.426,1.8,5.9,0.313,2.4,4.0,0.591,0.0,0.0,,0.7,3.7,4.4,3.3,0.4,0.0,0.6,2.0,10.3
Isaac Bonga,SF,21,WAS,40,8,432,2.5,6.8,0.37,1.1,3.9,0.277,1.4,2.8,0.5,0.4,0.7,0.625,1.5,4.0,5.5,1.9,0.9,0.7,1.8,5.2,6.5
Devin Booker,SG,24,PHO,67,67,2270,9.9,20.4,0.484,2.0,5.9,0.34,7.9,14.5,0.543,5.4,6.2,0.867,0.5,3.9,4.5,4.6,0.8,0.3,3.3,2.9,27.2
Chris Boucher,C,28,TOR,60,14,1453,7.1,13.9,0.514,2.2,5.8,0.383,4.9,8.1,0.609,3.8,4.8,0.788,2.9,7.1,10.0,1.6,0.9,2.8,1.1,4.1,20.3
Brian Bowen,SF,22,IND,6,0,15,2.4,9.6,0.25,0.0,2.4,0.0,2.4,7.2,0.333,2.4,2.4,1.0,0.0,7.2,7.2,0.0,0.0,0.0,0.0,2.4,7.2
Avery Bradley,SG,30,TOT,27,6,602,3.8,10.2,0.374,2.0,6.0,0.327,1.9,4.2,0.443,0.7,0.9,0.8,0.5,2.9,3.4,2.8,1.3,0.2,1.7,3.3,10.3
Tony Bradley,C,23,TOT,42,8,684,6.9,10.4,0.665,0.0,0.2,0.0,6.9,10.2,0.675,2.0,2.9,0.691,4.5,8.1,12.6,1.9,0.8,1.6,1.7,3.2,15.8
Jarrell Brantley,PF,24,UTA,28,0,138,6.5,13.6,0.481,3.1,7.3,0.429,3.4,6.3,0.542,0.5,0.5,1.0,2.3,4.7,7.0,3.9,1.8,0.5,2.1,4.4,16.7
Ignas Brazdeikis,SF,22,TOT,13,0,249,5.1,12.0,0.422,1.6,4.0,0.393,3.5,8.0,0.436,1.4,2.0,0.714,1.6,4.9,6.5,2.5,0.6,0.4,1.7,3.2,13.2
Mikal Bridges,SF,24,PHO,72,72,2348,5.6,10.3,0.543,2.1,4.8,0.425,3.5,5.4,0.647,1.7,2.0,0.84,1.2,3.6,4.7,2.3,1.2,1.0,0.9,1.8,14.9
Miles Bridges,PF,22,CHO,66,19,1932,5.8,11.6,0.503,2.2,5.4,0.4,3.7,6.2,0.593,1.8,2.1,0.867,1.5,5.9,7.4,2.7,0.8,1.0,2.0,2.7,15.7
Amida Brimah,C,26,IND,5,0,29,6.2,9.9,0.625,0.0,0.0,,6.2,9.9,0.625,3.7,3.7,1.0,2.5,7.4,9.9,1.2,0.0,6.2,5.0,5.0,16.1
Oshae Brissett,SF,22,IND,21,16,519,5.1,10.5,0.483,2.3,5.4,0.423,2.8,5.1,0.548,3.5,4.5,0.769,2.0,6.0,8.0,1.2,1.3,1.4,0.7,2.2,15.9
Malcolm Brogdon,PG,28,IND,56,56,1930,8.3,18.3,0.453,2.7,7.0,0.388,5.6,11.3,0.493,2.9,3.3,0.864,1.1,4.4,5.5,6.1,0.9,0.3,2.1,2.1,22.1
Armoni Brooks,SG,22,HOU,20,5,520,5.4,13.3,0.406,4.2,10.9,0.382,1.2,2.4,0.514,0.5,0.8,0.583,0.7,4.0,4.7,2.1,0.8,0.3,1.5,2.4,15.4
Dillon Brooks,SF,25,MEM,67,67,1997,7.8,18.6,0.419,2.3,6.7,0.344,5.5,11.9,0.461,2.9,3.5,0.815,1.0,2.6,3.5,2.8,1.4,0.5,2.1,4.3,20.7
Bruce Brown,PG,24,BRK,65,37,1451,5.8,10.5,0.556,0.4,1.5,0.288,5.4,9.0,0.599,2.1,2.9,0.735,2.8,5.9,8.7,2.6,1.4,0.7,1.3,3.6,14.2
Charlie Brown Jr.,SG,23,OKC,9,1,152,3.1,10.2,0.302,1.2,5.0,0.238,1.9,5.2,0.364,2.1,2.4,0.9,0.7,3.3,4.0,2.1,0.9,0.5,1.4,4.5,9.5
Jaylen Brown,SG,24,BOS,58,58,1999,9.7,20.0,0.484,2.9,7.4,0.397,6.8,12.6,0.536,3.4,4.5,0.764,1.3,5.0,6.2,3.5,1.3,0.6,2.8,3.0,25.8
Moses Brown,C,21,OKC,43,32,920,5.7,10.5,0.545,0.0,0.0,,5.7,10.5,0.545,3.1,4.9,0.619,6.0,9.0,15.0,0.4,1.2,1.8,1.7,3.6,14.5
Sterling Brown,SG,25,HOU,51,14,1229,4.4,9.8,0.448,2.7,6.3,0.423,1.7,3.5,0.492,0.7,0.9,0.806,1.1,5.4,6.6,2.1,1.1,0.4,1.2,2.8,12.2
Troy Brown Jr.,SF,21,TOT,34,0,524,4.3,9.9,0.431,1.5,4.8,0.314,2.7,5.1,0.541,1.0,1.4,0.714,1.4,5.8,7.2,2.0,0.7,0.4,1.4,3.4,11.1
Jalen Brunson,PG,24,DAL,68,12,1697,7.0,13.3,0.523,1.7,4.2,0.405,5.2,9.1,0.578,2.5,3.2,0.795,0.6,4.3,4.9,5.1,0.7,0.0,1.7,2.3,18.2
Elijah Bryant,SG,25,MIL,1,0,32,6.8,14.6,0.462,1.1,5.6,0.2,5.6,9.0,0.625,3.4,3.4,1.0,2.3,4.5,6.8,3.4,0.0,1.1,4.5,4.5,18.0
Thomas Bryant,C,23,WAS,10,10,271,7.8,12.1,0.648,1.2,2.8,0.429,6.6,9.3,0.714,2.1,3.2,0.667,2.4,5.7,8.1,2.0,0.5,1.1,1.5,4.1,19.0
Reggie Bullock,SF,29,NYK,65,64,1949,4.6,10.4,0.442,3.0,7.4,0.41,1.6,3.0,0.521,0.9,1.0,0.909,0.3,3.8,4.1,1.8,1.0,0.2,0.8,2.7,13.1
Trey Burke,PG,28,DAL,62,1,911,6.0,13.9,0.428,2.3,6.5,0.354,3.7,7.5,0.492,2.0,2.3,0.895,0.4,1.7,2.1,3.2,1.4,0.3,1.3,2.5,16.2
Alec Burks,SG,29,NYK,49,5,1255,6.0,14.3,0.42,2.9,7.1,0.415,3.1,7.3,0.425,2.9,3.4,0.856,0.6,5.9,6.5,3.1,0.9,0.4,1.4,2.9,17.9
Jimmy Butler,SF,31,MIA,52,52,1745,7.6,15.2,0.497,0.5,2.1,0.245,7.0,13.1,0.538,7.4,8.6,0.863,1.9,5.5,7.4,7.6,2.2,0.4,2.2,1.5,23.0
Bruno Caboclo,PF,25,HOU,6,0,36,8.0,17.0,0.471,0.0,5.0,0.0,8.0,12.0,0.667,1.0,2.0,0.5,3.0,11.0,14.0,1.0,0.0,2.0,4.0,6.0,17.0
Devontae Cacok,PF,24,LAL,20,1,98,6.2,10.7,0.586,0.0,0.0,,6.2,10.7,0.586,1.8,4.0,0.455,4.4,7.3,11.8,0.4,1.8,1.5,1.8,2.9,14.3
Kentavious Caldwell-Pope,SG,27,LAL,67,67,1902,4.1,9.6,0.431,2.3,5.5,0.41,1.9,4.0,0.46,1.8,2.1,0.866,0.5,2.9,3.4,2.4,1.2,0.5,1.2,2.2,12.4
Facundo Campazzo,PG,29,DEN,65,19,1425,3.0,8.0,0.381,1.9,5.5,0.352,1.1,2.5,0.444,2.0,2.3,0.879,0.6,2.8,3.4,5.9,2.0,0.4,1.8,3.3,10.0
Vlatko Čančar,PF,23,DEN,41,1,281,4.2,9.2,0.458,1.2,4.2,0.273,3.1,5.0,0.615,1.3,1.7,0.769,1.4,5.0,6.4,1.8,1.4,0.3,1.8,2.3,10.9
Devin Cannady,PG,24,ORL,8,0,74,5.4,13.6,0.393,2.9,7.8,0.375,2.4,5.8,0.417,2.9,3.4,0.857,0.0,2.4,2.4,0.5,2.4,0.5,1.0,4.4,16.5
Clint Capela,C,26,ATL,63,63,1898,7.8,13.2,0.594,0.0,0.0,,7.8,13.2,0.594,2.5,4.3,0.573,5.6,11.5,17.1,0.9,0.8,2.4,1.4,2.8,18.1
Vernon Carey Jr.,C,19,CHO,19,4,115,5.6,11.3,0.5,0.3,2.2,0.143,5.3,9.1,0.586,2.8,3.4,0.818,1.9,6.6,8.5,0.6,0.3,1.6,1.6,4.1,14.4
Jevon Carter,PG,25,PHO,60,1,717,4.7,11.2,0.422,2.8,7.6,0.371,1.9,3.6,0.528,0.2,0.4,0.571,0.8,3.8,4.6,3.6,1.5,0.5,0.8,2.8,12.5
Wendell Carter Jr.,C,21,TOT,54,44,1375,6.0,12.0,0.503,0.4,1.3,0.294,5.6,10.6,0.53,3.4,4.7,0.732,3.5,8.1,11.6,2.7,0.9,1.1,2.0,3.8,15.9
Michael Carter-Williams,SG,29,ORL,31,25,800,4.7,12.2,0.389,0.7,2.7,0.246,4.1,9.4,0.431,2.2,3.6,0.613,1.8,4.5,6.3,5.8,1.1,0.8,3.1,3.6,12.3
Alex Caruso,PG,26,LAL,58,6,1216,3.9,9.0,0.436,1.6,4.1,0.401,2.3,5.0,0.464,1.5,2.3,0.645,0.9,4.1,5.0,4.7,1.9,0.4,2.3,3.2,11.0
Willie Cauley-Stein,C,27,DAL,53,16,906,4.6,7.2,0.632,0.0,0.4,0.091,4.5,6.8,0.667,1.9,3.1,0.628,2.6,6.8,9.4,1.4,0.8,1.7,1.2,5.1,11.1
Chris Chiozza,PG,25,BRK,22,1,232,4.8,13.7,0.352,2.0,6.5,0.31,2.8,7.1,0.391,2.0,2.6,0.765,0.5,3.3,3.7,10.1,1.1,0.9,2.5,2.9,13.7
Marquese Chriss,PF,23,GSW,2,0,27,6.7,18.7,0.357,1.3,6.7,0.2,5.3,12.0,0.444,2.7,5.3,0.5,4.0,13.3,17.3,2.7,0.0,2.7,2.7,4.0,17.3
Gary Clark,SF-PF,26,TOT,39,11,654,2.2,7.3,0.303,1.7,5.9,0.287,0.5,1.3,0.375,0.4,0.6,0.8,1.8,4.5,6.3,1.7,0.7,0.4,0.9,1.9,6.6
Brandon Clarke,PF,24,MEM,59,16,1415,6.5,12.6,0.517,0.5,2.0,0.26,6.0,10.6,0.565,2.0,2.9,0.69,2.5,5.9,8.3,2.4,1.5,1.3,0.8,2.1,15.5
Jordan Clarkson,SG,28,UTA,68,1,1818,9.0,21.3,0.425,4.1,11.9,0.347,4.9,9.4,0.523,2.6,2.9,0.896,0.9,4.5,5.4,3.3,1.2,0.2,2.3,2.2,24.8
Nic Claxton,C,21,BRK,32,1,594,5.5,8.8,0.621,0.1,0.3,0.2,5.4,8.5,0.636,1.9,3.9,0.484,2.6,7.5,10.1,1.7,1.4,2.4,1.1,4.1,12.8
Amir Coffey,SG,23,LAC,44,1,394,4.1,9.4,0.437,2.1,5.1,0.411,2.0,4.3,0.468,2.5,3.5,0.711,0.9,3.1,4.0,2.0,0.9,0.0,1.4,2.7,12.8
John Collins,PF,23,ATL,63,63,1848,8.4,15.0,0.556,1.6,4.1,0.399,6.7,11.0,0.615,3.3,4.0,0.833,2.3,6.8,9.1,1.5,0.7,1.2,1.6,3.8,21.6
Mike Conley,PG,33,UTA,51,51,1498,6.8,15.4,0.444,3.3,8.1,0.412,3.5,7.3,0.479,2.9,3.4,0.852,0.9,3.4,4.3,7.3,1.7,0.2,2.4,2.4,19.9
