Player,pos,age,tm,g,gs,mp,fg,fga,fg_percent,threepoint,threepoint_att,threepoint_percent,twopoint,twopoint_att,twopoint_percent,ft,fta,ft_percent,orb,drb,trb,ast,stl,blk,tov,pf,pts
Duncan Robinson,SF,26,MIA,72,72,2262,5.0,11.4,0.439,4.0,9.8,0.408,1.0,1.7,0.625,1.0,1.2,0.827,0.1,3.9,4.0,2.0,0.7,0.3,1.3,2.9,15.0
Glenn Robinson III,SF,27,SAC,23,2,369,4.1,9.7,0.424,1.6,4.3,0.364,2.5,5.4,0.473,2.0,2.2,0.913,1.1,3.3,4.4,2.0,0.4,0.3,1.1,2.2,11.8
Jerome Robinson,SG,23,WAS,17,6,305,3.3,11.2,0.295,1.3,5.0,0.262,2.0,6.3,0.321,1.9,2.4,0.8,0.5,4.0,4.5,3.0,1.4,0.7,2.2,3.7,9.8
Justin Robinson,PG,23,OKC,9,0,88,2.9,8.6,0.333,1.6,5.7,0.286,1.2,2.9,0.429,1.2,2.0,0.6,0.4,2.5,2.9,3.7,1.2,0.0,0.8,4.1,8.6
Mitchell Robinson,C,22,NYK,31,29,853,4.9,7.4,0.653,0.0,0.0,,4.9,7.4,0.653,1.1,2.2,0.491,4.8,5.9,10.6,0.7,1.5,1.9,1.1,3.6,10.8
Isaiah Roby,PF,22,OKC,61,34,1425,5.2,10.8,0.483,0.8,2.8,0.294,4.4,8.1,0.547,2.2,3.0,0.744,2.2,6.4,8.6,2.7,1.3,0.9,2.9,4.1,13.5
Rajon Rondo,PG,34,TOT,45,3,770,4.4,10.1,0.442,1.7,4.2,0.404,2.8,5.9,0.468,0.7,0.8,0.941,0.8,4.3,5.1,9.3,1.7,0.2,3.7,2.5,11.3
Derrick Rose,PG,32,TOT,50,3,1279,8.1,17.2,0.47,1.4,3.6,0.388,6.7,13.6,0.492,3.1,3.6,0.866,0.6,3.1,3.7,5.9,1.4,0.5,2.2,1.6,20.7
Terrence Ross,SG,29,ORL,46,2,1347,6.8,16.5,0.412,2.4,7.1,0.337,4.4,9.4,0.469,3.2,3.7,0.87,0.4,3.8,4.2,2.9,1.3,0.6,2.0,2.4,19.2
Terry Rozier,SG,26,CHO,69,69,2383,7.7,17.1,0.45,3.4,8.6,0.389,4.4,8.5,0.512,2.5,3.1,0.817,0.7,3.9,4.6,4.4,1.3,0.4,1.9,1.8,21.3
Ricky Rubio,PG,30,MIN,68,51,1772,3.9,10.1,0.388,1.3,4.3,0.308,2.6,5.8,0.447,2.6,3.0,0.867,0.6,4.0,4.5,8.8,2.0,0.1,2.3,2.8,11.8
D'Angelo Russell,PG,24,MIN,42,26,1196,8.5,19.6,0.431,3.6,9.3,0.387,4.8,10.3,0.471,3.4,4.5,0.765,0.5,2.9,3.3,7.3,1.4,0.5,3.4,2.0,24.0
Domantas Sabonis,PF,24,IND,62,62,2231,7.8,14.6,0.535,0.8,2.6,0.321,7.0,12.0,0.582,3.9,5.3,0.732,2.4,9.6,12.0,6.7,1.2,0.5,3.4,3.3,20.3
Luka Šamanić,PF,21,SAS,33,4,308,5.5,12.3,0.448,1.4,5.0,0.279,4.1,7.2,0.565,1.9,3.4,0.552,1.9,6.1,7.9,1.8,0.9,0.9,2.3,5.0,14.3
JaKarr Sampson,PF,27,IND,29,4,316,6.4,12.9,0.496,0.3,1.7,0.2,6.0,11.2,0.541,2.2,3.3,0.655,3.1,5.7,8.8,0.5,0.2,1.6,1.7,5.9,15.3
Dario Šarić,C,26,PHO,50,4,871,6.3,14.1,0.447,1.9,5.6,0.348,4.4,8.6,0.512,3.5,4.1,0.848,1.9,6.0,7.9,2.7,1.2,0.2,2.4,3.9,18.1
Tomáš Satoranský,SG,29,CHI,58,18,1307,4.7,9.1,0.514,1.2,3.3,0.356,3.5,5.8,0.602,1.8,2.2,0.848,0.8,3.1,3.9,7.5,1.1,0.4,2.6,2.5,12.3
Dennis Schröder,SG,27,LAL,61,61,1956,6.1,14.0,0.437,1.3,3.9,0.335,4.8,10.1,0.476,3.8,4.5,0.848,0.6,3.3,3.9,6.5,1.3,0.2,3.0,2.9,17.3
Mike Scott,PF,32,PHI,51,12,852,3.2,8.9,0.36,2.2,6.5,0.342,1.0,2.4,0.411,0.3,0.5,0.667,0.5,4.6,5.1,1.7,1.0,0.6,0.8,3.0,9.0
Jay Scrubb,SG,20,LAC,4,1,84,6.0,15.4,0.389,0.9,3.9,0.222,5.1,11.6,0.444,2.1,2.1,1.0,0.9,5.1,6.0,0.4,1.7,0.0,3.0,2.1,15.0
Collin Sexton,SG,22,CLE,60,60,2115,8.9,18.8,0.475,1.7,4.5,0.371,7.3,14.3,0.508,5.3,6.5,0.815,1.0,2.2,3.2,4.5,1.1,0.2,2.8,2.7,24.9
Landry Shamet,SG,23,BRK,61,12,1403,4.8,11.7,0.408,3.3,8.5,0.387,1.5,3.2,0.463,1.7,2.0,0.846,0.3,2.6,2.9,2.5,0.8,0.3,1.2,2.4,14.5
Iman Shumpert,SG,30,BRK,2,0,11,3.3,13.1,0.25,0.0,9.8,0.0,3.3,3.3,1.0,0.0,0.0,,3.3,0.0,3.3,0.0,3.3,0.0,3.3,0.0,6.5
Pascal Siakam,PF,26,TOR,56,56,2006,7.8,17.2,0.455,1.3,4.4,0.297,6.5,12.8,0.509,4.5,5.4,0.827,1.7,5.6,7.3,4.5,1.1,0.7,2.3,3.1,21.5
Chris Silva,PF,24,TOT,15,0,92,3.9,6.3,0.625,0.4,0.4,1.0,3.5,5.9,0.6,4.3,5.9,0.733,2.7,7.8,10.6,2.3,0.4,2.3,3.9,9.4,12.5
Ben Simmons,PG,24,PHI,58,58,1877,6.2,11.2,0.557,0.1,0.2,0.3,6.2,11.0,0.562,3.4,5.5,0.613,1.8,6.2,8.0,7.7,1.8,0.7,3.3,3.3,15.9
Anfernee Simons,SG,21,POR,64,0,1104,5.5,13.1,0.419,3.9,9.2,0.426,1.6,3.9,0.403,1.5,1.9,0.807,0.5,4.1,4.6,2.9,0.6,0.3,1.4,3.1,16.4
Deividas Sirvydis,SG,20,DET,20,0,133,3.8,10.8,0.35,2.7,7.6,0.357,1.1,3.2,0.333,0.8,1.6,0.5,0.0,7.8,7.8,1.4,0.5,0.0,1.4,2.4,11.1
Alen Smailagić,PF,20,GSW,15,1,84,4.7,11.6,0.407,1.7,4.3,0.4,3.0,7.3,0.412,0.9,2.6,0.333,2.6,4.3,6.9,1.7,1.3,2.1,2.1,4.7,12.0
Marcus Smart,PG,26,BOS,48,45,1581,4.6,11.6,0.398,2.1,6.4,0.33,2.5,5.2,0.482,2.9,3.7,0.79,0.8,3.0,3.8,6.2,1.6,0.5,2.2,2.9,14.3
Dennis Smith Jr.,PG,23,TOT,23,9,420,5.0,12.4,0.4,1.6,5.0,0.328,3.3,7.5,0.448,1.6,2.2,0.731,1.0,3.7,4.7,6.6,2.0,1.2,2.2,3.2,13.2
Ish Smith,PG,32,WAS,44,1,924,5.0,11.6,0.434,0.7,1.9,0.367,4.3,9.7,0.448,0.7,1.3,0.576,0.9,5.0,5.8,6.7,1.2,0.5,1.6,2.4,11.5
Jalen Smith,PF,20,PHO,27,1,156,5.1,11.5,0.44,0.9,3.9,0.235,4.2,7.6,0.545,1.2,1.6,0.714,1.6,6.9,8.5,0.9,0.2,1.2,1.6,3.7,12.2
Tony Snell,SG,29,ATL,47,23,992,3.2,6.2,0.515,2.3,4.0,0.569,0.9,2.3,0.419,0.4,0.4,1.0,0.7,3.4,4.1,2.1,0.5,0.4,0.8,2.7,9.0
Ray Spalding,C,23,HOU,2,0,19,3.8,7.6,0.5,0.0,1.9,0.0,3.8,5.7,0.667,0.0,3.8,0.0,3.8,3.8,7.6,0.0,0.0,3.8,5.7,5.7,7.6
Cassius Stanley,SG,21,IND,24,0,93,5.0,16.6,0.302,1.2,5.0,0.231,3.9,11.6,0.333,2.7,3.5,0.778,3.1,4.6,7.7,0.4,0.4,0.8,0.4,5.4,13.9
Lamar Stevens,PF,23,CLE,40,0,499,4.5,9.8,0.456,0.3,1.8,0.16,4.2,8.0,0.523,2.7,3.7,0.725,1.7,5.2,6.9,1.8,1.2,0.9,1.7,3.8,11.9
Isaiah Stewart,C,19,DET,68,14,1455,5.6,10.1,0.553,0.5,1.6,0.333,5.1,8.6,0.592,1.6,2.3,0.696,3.9,7.3,11.2,1.5,1.0,2.1,1.7,4.6,13.3
Max Strus,SF,24,MIA,39,0,507,6.0,13.3,0.455,3.6,10.5,0.338,2.5,2.8,0.897,1.1,1.7,0.667,0.4,2.6,2.9,1.7,0.8,0.1,0.6,3.1,16.8
Edmond Sumner,SG,25,IND,53,24,861,6.2,11.8,0.525,1.5,3.7,0.398,4.7,8.1,0.582,2.8,3.5,0.819,0.8,3.2,3.9,2.0,1.4,0.4,2.1,3.7,16.7
Jae'Sean Tate,SF,25,HOU,70,58,2043,5.6,11.0,0.506,1.1,3.4,0.308,4.5,7.6,0.595,1.8,2.6,0.694,2.3,4.3,6.6,3.1,1.5,0.6,1.7,3.9,14.0
Jayson Tatum,SF,22,BOS,64,64,2290,9.5,20.7,0.459,2.9,7.6,0.386,6.6,13.1,0.502,4.6,5.3,0.868,0.8,6.6,7.4,4.3,1.2,0.5,2.7,1.9,26.6
Jeff Teague,PG,32,TOT,55,7,950,4.7,10.8,0.433,1.4,3.1,0.439,3.3,7.7,0.431,3.4,4.0,0.848,0.6,2.8,3.3,5.0,1.3,0.5,2.4,2.1,14.1
Garrett Temple,SG,34,CHI,56,25,1528,3.7,9.0,0.415,1.6,4.7,0.335,2.1,4.3,0.503,0.9,1.2,0.8,0.7,3.1,3.8,2.9,1.0,0.7,1.4,3.0,10.0
Tyrell Terry,PG,20,DAL,11,0,56,3.2,10.3,0.313,0.0,4.5,0.0,3.2,5.8,0.556,0.6,1.9,0.333,0.0,3.9,3.9,3.9,3.2,0.0,1.3,1.3,7.1
Daniel Theis,C,28,TOT,65,51,1601,5.7,10.5,0.541,1.1,3.4,0.322,4.6,7.1,0.646,1.7,2.5,0.673,2.1,5.9,8.0,2.4,0.9,1.3,1.5,3.8,14.1
Brodric Thomas,SG,24,TOT,32,1,399,3.5,9.7,0.361,1.4,5.3,0.271,2.1,4.4,0.469,2.8,4.2,0.674,0.7,4.1,4.8,2.7,1.4,0.9,2.0,3.6,11.3
Isaiah Thomas,PG,31,NOP,3,0,48,6.8,20.3,0.333,2.3,9.0,0.25,4.5,11.3,0.4,1.5,1.5,1.0,0.7,2.3,3.0,3.7,0.7,0.0,4.5,2.3,17.2
Khyri Thomas,SG,24,HOU,5,2,153,7.5,15.5,0.485,2.1,6.4,0.333,5.4,9.2,0.59,2.1,2.1,1.0,1.6,2.6,4.2,5.9,2.1,1.4,1.4,1.9,19.3
Matt Thomas,SG,26,TOT,45,0,326,5.5,14.0,0.394,3.0,8.8,0.338,2.5,5.2,0.489,1.3,1.5,0.857,0.8,4.1,4.9,2.1,0.4,0.0,1.5,2.0,15.3
Tristan Thompson,PF,29,BOS,54,43,1287,4.7,9.1,0.518,0.0,0.1,0.0,4.7,9.0,0.523,2.0,3.4,0.592,4.7,7.6,12.3,1.9,0.7,0.9,1.7,3.3,11.4
Sindarius Thornwell,SG,26,TOT,21,1,217,2.5,7.6,0.326,1.2,3.8,0.304,1.3,3.8,0.348,0.7,1.3,0.5,0.5,2.5,3.0,3.5,2.2,0.3,1.2,2.5,6.8
Matisse Thybulle,SG,23,PHI,65,8,1298,2.8,6.7,0.42,1.2,4.0,0.301,1.6,2.8,0.59,0.2,0.5,0.444,0.8,2.6,3.4,1.7,2.9,2.0,0.9,3.5,7.1
Killian Tillie,C,22,MEM,18,1,182,3.8,11.3,0.333,2.0,6.5,0.303,1.8,4.7,0.375,1.8,2.2,0.818,1.2,3.6,4.7,1.6,1.0,1.6,0.4,4.0,11.3
Xavier Tillman Sr.,PF,22,MEM,59,12,1085,5.5,9.9,0.559,0.7,2.2,0.338,4.8,7.8,0.62,1.1,1.8,0.642,2.5,6.0,8.5,2.5,1.5,1.1,1.5,3.8,12.9
Anthony Tolliver,PF,35,PHI,11,0,99,1.5,6.2,0.235,1.5,5.1,0.286,0.0,1.1,0.0,1.8,2.2,0.833,1.1,2.5,3.6,0.7,1.1,0.7,1.1,2.5,6.2
Obi Toppin,PF,22,NYK,62,0,683,5.5,11.0,0.498,1.4,4.5,0.306,4.1,6.5,0.629,1.0,1.4,0.731,1.4,5.9,7.3,1.5,0.9,0.8,1.2,2.9,13.3
Juan Toscano-Anderson,SG,27,GSW,53,16,1107,3.9,6.8,0.579,1.2,3.0,0.402,2.7,3.8,0.718,0.7,1.0,0.71,0.9,6.7,7.6,4.9,1.3,0.8,2.0,3.6,9.8
Axel Toupane,SF,28,MIL,8,1,61,2.4,6.5,0.364,0.6,1.2,0.5,1.8,5.3,0.333,3.0,4.1,0.714,0.0,3.5,3.5,2.4,1.2,1.8,0.0,3.5,8.3
Karl-Anthony Towns,C,25,MIN,50,50,1689,9.1,18.7,0.486,2.6,6.7,0.387,6.5,11.9,0.541,5.7,6.6,0.859,2.8,8.4,11.3,4.8,0.8,1.2,3.4,4.0,26.4
Gary Trent Jr.,SG,22,TOT,58,38,1802,6.4,15.7,0.408,3.3,8.6,0.385,3.1,7.1,0.435,1.7,2.1,0.783,0.5,2.5,3.0,1.6,1.1,0.2,0.9,1.8,17.7
P.J. Tucker,PF,35,TOT,52,33,1356,1.8,4.7,0.373,1.1,3.2,0.336,0.7,1.5,0.448,0.6,0.7,0.75,1.4,4.1,5.4,1.6,1.0,0.5,1.1,3.3,5.1
Rayjon Tucker,PG,23,PHI,14,0,68,4.8,9.5,0.5,1.1,3.7,0.286,3.7,5.8,0.636,7.4,10.1,0.737,0.5,5.3,5.8,3.2,1.1,0.0,2.1,4.2,18.0
Myles Turner,C,24,IND,47,47,1455,5.1,10.7,0.477,1.7,5.1,0.335,3.4,5.6,0.606,2.7,3.5,0.782,1.6,6.0,7.6,1.2,1.0,3.9,1.7,4.1,14.6
Jonas Valančiūnas,C,28,MEM,62,61,1755,9.0,15.2,0.592,0.4,1.2,0.368,8.6,14.1,0.611,3.2,4.2,0.773,5.2,10.7,15.9,2.3,0.7,1.2,2.1,3.7,21.7
Denzel Valentine,SG,27,CHI,62,3,1036,5.4,14.5,0.373,2.8,8.4,0.331,2.6,6.0,0.431,0.6,0.6,0.941,0.8,6.0,6.8,3.6,1.0,0.2,1.5,2.4,14.1
Jarred Vanderbilt,PF,21,MIN,64,30,1139,4.5,7.5,0.606,0.0,0.2,0.2,4.5,7.3,0.615,1.8,3.2,0.559,3.7,7.9,11.6,2.4,2.0,1.5,1.7,3.9,10.9
Fred VanVleet,SG,26,TOR,52,52,1899,6.4,16.5,0.389,3.3,9.0,0.366,3.1,7.5,0.416,3.2,3.6,0.885,0.6,3.6,4.2,6.2,1.6,0.7,1.8,2.3,19.3
Anderson Varejão,C,38,CLE,5,0,36,4.0,16.0,0.25,0.0,1.0,0.0,4.0,15.0,0.267,5.0,9.0,0.556,7.0,13.0,20.0,3.0,0.0,2.0,1.0,3.0,13.0
Devin Vassell,SF,20,SAS,62,7,1056,4.2,10.3,0.406,1.8,5.1,0.347,2.4,5.2,0.464,1.5,1.7,0.843,0.8,5.1,5.9,1.9,1.5,0.6,0.7,3.0,11.6
Gabe Vincent,PG,24,MIA,50,7,655,4.8,12.8,0.378,2.5,8.2,0.309,2.3,4.6,0.5,1.1,1.3,0.87,0.5,2.5,3.1,3.7,1.2,0.1,1.9,4.3,13.3
Noah Vonleh,PF,25,BRK,4,0,11,0.0,9.8,0.0,0.0,6.5,0.0,0.0,3.3,0.0,0.0,0.0,,0.0,3.3,3.3,3.3,0.0,0.0,6.5,6.5,0.0
Nikola Vučević,C,30,TOT,70,70,2348,10.2,21.4,0.477,2.7,6.7,0.4,7.5,14.7,0.513,2.0,2.4,0.84,2.2,10.3,12.5,4.1,1.0,0.7,1.9,2.1,25.1
Dean Wade,PF,24,CLE,63,19,1212,4.0,9.2,0.431,2.3,6.3,0.366,1.7,2.9,0.571,0.9,1.2,0.769,1.1,5.3,6.4,2.2,1.0,0.6,0.9,2.3,11.2
Moritz Wagner,C,23,TOT,45,24,722,5.2,11.4,0.454,1.5,4.5,0.341,3.6,6.9,0.529,3.5,4.3,0.816,1.3,5.9,7.3,2.5,1.3,0.9,2.1,5.4,15.5
Kemba Walker,PG,30,BOS,43,43,1369,7.5,17.8,0.42,3.3,9.3,0.36,4.1,8.5,0.486,3.5,3.9,0.899,0.4,4.0,4.5,5.6,1.3,0.3,2.3,1.6,21.8
Lonnie Walker IV,SG,22,SAS,60,38,1522,6.1,14.4,0.42,2.4,6.7,0.355,3.7,7.7,0.477,1.3,1.7,0.814,0.3,3.3,3.7,2.4,0.7,0.4,1.5,2.4,15.8
John Wall,PG,30,HOU,40,40,1288,8.2,20.3,0.404,2.2,7.0,0.317,6.0,13.3,0.449,4.4,5.9,0.749,0.5,3.1,3.6,7.7,1.2,0.9,3.9,1.3,23.0
Brad Wanamaker,PG,31,TOT,61,0,1053,3.9,10.2,0.385,0.5,2.9,0.188,3.4,7.3,0.463,3.1,3.5,0.891,0.6,3.0,3.6,5.9,1.5,0.4,2.4,3.2,11.5
T.J. Warren,SF,27,IND,4,4,117,8.3,15.7,0.529,0.0,2.2,0.0,8.3,13.5,0.614,2.5,3.1,0.8,0.6,3.7,4.3,1.5,0.6,0.0,1.2,4.9,19.1
P.J. Washington,PF,22,CHO,64,61,1954,5.6,12.6,0.44,2.1,5.3,0.386,3.5,7.3,0.48,2.0,2.7,0.745,1.7,6.0,7.7,3.0,1.3,1.5,2.4,3.2,15.2
Yuta Watanabe,SF,26,TOR,50,4,723,3.9,9.0,0.439,1.8,4.5,0.4,2.1,4.5,0.478,1.2,1.4,0.828,1.8,6.1,7.9,2.0,1.3,0.9,0.9,2.8,10.9
Tremont Waters,PG,23,BOS,26,3,238,5.1,12.7,0.405,2.3,5.7,0.395,2.9,7.0,0.413,2.4,2.6,0.941,0.8,2.4,3.2,9.4,2.3,0.2,4.1,2.6,15.0
Paul Watson,SF,26,TOR,27,2,297,4.6,9.9,0.463,3.6,7.8,0.469,1.0,2.2,0.444,0.6,1.0,0.625,0.5,5.0,5.5,2.1,0.7,0.4,1.1,4.4,13.5
Quinndary Weatherspoon,SG,24,SAS,20,0,121,4.8,10.4,0.457,0.3,1.8,0.167,4.5,8.6,0.517,3.9,4.8,0.813,0.9,2.4,3.3,2.4,2.4,0.6,3.0,5.4,13.7
Russell Westbrook,PG,32,WAS,65,65,2369,8.3,18.8,0.439,1.3,4.1,0.315,7.0,14.7,0.475,4.1,6.3,0.656,1.7,9.7,11.4,11.6,1.4,0.3,4.7,2.9,22.0
Coby White,PG,20,CHI,69,54,2156,6.3,15.1,0.416,2.7,7.6,0.359,3.5,7.5,0.473,2.1,2.4,0.901,0.5,4.3,4.7,5.5,0.6,0.3,2.6,3.0,17.4
Derrick White,SG,26,SAS,36,32,1064,6.3,15.3,0.411,2.8,8.2,0.346,3.5,7.1,0.486,3.3,3.9,0.851,0.4,3.2,3.6,4.3,0.9,1.2,1.5,3.1,18.7
Hassan Whiteside,C,31,SAC,36,4,546,8.3,14.8,0.563,0.0,0.1,0.0,8.3,14.7,0.565,2.7,5.2,0.519,4.0,10.2,14.2,1.3,0.6,3.0,2.6,4.8,19.3
Greg Whittington,PF,27,DEN,4,0,12,0.0,9.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Wiggins,PF,25,GSW,71,71,2364,7.7,16.1,0.477,2.1,5.6,0.38,5.6,10.5,0.529,2.6,3.6,0.714,1.2,4.0,5.3,2.5,1.0,1.1,1.9,2.4,20.1
Grant Williams,PF,22,BOS,63,9,1138,3.4,7.8,0.437,1.5,4.1,0.372,1.9,3.7,0.508,0.9,1.6,0.588,1.5,4.1,5.6,2.0,1.0,0.8,1.8,5.1,9.3
Kenrich Williams,PF,26,OKC,66,13,1426,5.5,10.4,0.533,1.3,3.0,0.444,4.2,7.4,0.568,0.9,1.6,0.571,2.1,4.8,6.9,3.8,1.4,0.4,1.9,3.6,13.3
Lou Williams,PG,34,TOT,66,4,1423,6.7,16.3,0.41,1.7,4.4,0.399,5.0,12.0,0.414,3.8,4.4,0.867,0.5,3.0,3.5,5.7,1.2,0.2,2.7,1.6,18.9
Patrick Williams,PF,19,CHI,71,71,1983,4.6,9.6,0.483,1.0,2.5,0.391,3.6,7.1,0.515,1.7,2.3,0.728,1.2,4.7,5.9,1.8,1.2,0.8,1.8,2.3,11.9
Robert Williams,C,23,BOS,52,13,985,6.8,9.4,0.721,0.0,0.1,0.0,6.8,9.4,0.727,1.6,2.7,0.616,4.9,8.2,13.1,3.4,1.6,3.3,1.9,3.8,15.2
Zion Williamson,PF,20,NOP,61,61,2026,11.3,18.4,0.611,0.2,0.6,0.294,11.1,17.8,0.622,6.6,9.4,0.698,3.0,4.9,7.8,4.0,1.0,0.7,3.0,2.4,29.3
D.J. Wilson,PF,24,TOT,35,1,433,5.7,14.0,0.405,2.5,7.2,0.345,3.2,6.7,0.469,1.4,2.1,0.68,1.7,7.6,9.3,1.9,0.9,1.3,1.8,3.7,15.2
Dylan Windler,SF,24,CLE,31,0,513,4.0,9.1,0.438,1.8,5.4,0.338,2.2,3.7,0.585,1.5,1.9,0.778,1.4,6.1,7.5,2.3,1.3,0.8,2.2,2.6,11.3
Justise Winslow,SF,24,MEM,26,1,507,5.3,14.9,0.352,0.7,3.8,0.185,4.5,11.1,0.41,1.4,2.5,0.571,1.3,7.1,8.4,3.6,1.1,0.9,2.6,3.3,12.6
Cassius Winston,PG,22,WAS,22,0,98,5.1,12.1,0.424,2.9,6.2,0.471,2.2,5.9,0.375,1.8,2.2,0.833,0.0,3.3,3.3,4.4,0.7,0.4,1.8,2.9,15.1
James Wiseman,C,19,GSW,39,27,836,8.2,15.8,0.519,0.5,1.6,0.316,7.7,14.2,0.542,2.3,3.7,0.628,2.4,7.4,9.7,1.1,0.5,1.6,2.6,5.2,19.3
Christian Wood,C,25,HOU,41,41,1326,8.9,17.4,0.514,2.1,5.6,0.374,6.8,11.8,0.581,3.4,5.4,0.631,2.1,8.7,10.7,1.9,0.9,1.3,2.2,2.4,23.3
Robert Woodard II,SF,21,SAC,13,0,45,6.4,16.0,0.4,0.8,4.8,0.167,5.6,11.2,0.5,2.4,6.4,0.375,3.2,9.6,12.8,1.6,0.0,2.4,0.8,3.2,16.0
Delon Wright,SG-PG,28,TOT,63,39,1748,4.9,10.7,0.463,1.3,3.5,0.372,3.6,7.1,0.509,2.1,2.6,0.802,1.3,4.2,5.5,5.7,2.1,0.6,1.7,1.5,13.3
Thaddeus Young,PF,32,CHI,68,23,1652,8.1,14.4,0.559,0.3,1.0,0.267,7.8,13.4,0.58,1.5,2.5,0.628,3.7,5.6,9.2,6.3,1.6,0.9,3.0,3.3,17.9
Trae Young,PG,22,ATL,63,63,2125,8.3,18.8,0.438,2.3,6.7,0.343,5.9,12.1,0.491,8.2,9.2,0.886,0.6,3.5,4.2,10.1,0.9,0.2,4.4,1.9,27.0
Cody Zeller,C,28,CHO,48,21,1005,6.5,11.6,0.559,0.1,1.0,0.143,6.3,10.6,0.598,3.0,4.3,0.714,4.3,7.5,11.7,3.1,1.0,0.6,1.8,4.3,16.2
Ivica Zubac,C,23,LAC,72,33,1609,5.8,8.8,0.652,0.0,0.1,0.25,5.7,8.7,0.656,3.0,3.8,0.789,4.2,7.4,11.6,2.0,0.5,1.4,1.8,4.2,14.5
